subject_id,model_type,accuracy,f1_score,class_metrics,confusion_matrix,num_samples,ensemble_weight,model_selection,base_model_count,personal_model_count,base_model_pct,personal_model_pct
13,ensemble,0.8383838383838383,0.8333057850268599,"{""Baseline"": {""correct"": 34, ""total"": 39, ""accuracy_pct"": 87.17948717948718}, ""Stress"": {""correct"": 13, ""total"": 22, ""accuracy_pct"": 59.09090909090909}, ""Amusement"": {""correct"": 11, ""total"": 12, ""accuracy_pct"": 91.66666666666666}, ""Meditation"": {""correct"": 25, ""total"": 26, ""accuracy_pct"": 96.15384615384616}}","[[34, 0, 0, 5], [4, 13, 4, 1], [1, 0, 11, 0], [1, 0, 0, 25]]",99,0.5,,,,,
13,adaptive,0.8484848484848485,0.8454131962903894,"{""Baseline"": {""correct"": 34, ""total"": 39, ""accuracy_pct"": 87.17948717948718}, ""Stress"": {""correct"": 14, ""total"": 22, ""accuracy_pct"": 63.63636363636363}, ""Amusement"": {""correct"": 11, ""total"": 12, ""accuracy_pct"": 91.66666666666666}, ""Meditation"": {""correct"": 25, ""total"": 26, ""accuracy_pct"": 96.15384615384616}}","[[34, 0, 0, 5], [3, 14, 4, 1], [1, 0, 11, 0], [1, 0, 0, 25]]",99,,"{'Baseline': {'base_model_used': 34, 'personal_model_used': 5, 'base_model_pct': 87.17948717948718, 'personal_model_pct': 12.82051282051282}, 'Stress': {'base_model_used': 18, 'personal_model_used': 4, 'base_model_pct': 81.81818181818183, 'personal_model_pct': 18.181818181818183}, 'Amusement': {'base_model_used': 6, 'personal_model_used': 6, 'base_model_pct': 50.0, 'personal_model_pct': 50.0}, 'Meditation': {'base_model_used': 23, 'personal_model_used': 3, 'base_model_pct': 88.46153846153845, 'personal_model_pct': 11.538461538461538}}",81.0,18.0,81.81818181818183,18.181818181818183
14,base,0.9696969696969697,0.9691644539341016,"{""Baseline"": {""correct"": 39, ""total"": 39, ""accuracy_pct"": 100.0}, ""Stress"": {""correct"": 19, ""total"": 22, ""accuracy_pct"": 86.36363636363636}, ""Amusement"": {""correct"": 12, ""total"": 12, ""accuracy_pct"": 100.0}, ""Meditation"": {""correct"": 26, ""total"": 26, ""accuracy_pct"": 100.0}}","[[39, 0, 0, 0], [0, 19, 1, 2], [0, 0, 12, 0], [0, 0, 0, 26]]",99,,,,,,
14,personal,0.8484848484848485,0.8493644730089844,"{""Baseline"": {""correct"": 28, ""total"": 39, ""accuracy_pct"": 71.7948717948718}, ""Stress"": {""correct"": 19, ""total"": 22, ""accuracy_pct"": 86.36363636363636}, ""Amusement"": {""correct"": 12, ""total"": 12, ""accuracy_pct"": 100.0}, ""Meditation"": {""correct"": 25, ""total"": 26, ""accuracy_pct"": 96.15384615384616}}","[[28, 0, 0, 11], [2, 19, 1, 0], [0, 0, 12, 0], [0, 0, 1, 25]]",99,,,,,,
14,ensemble,0.9696969696969697,0.9697265099285302,"{""Baseline"": {""correct"": 38, ""total"": 39, ""accuracy_pct"": 97.43589743589743}, ""Stress"": {""correct"": 20, ""total"": 22, ""accuracy_pct"": 90.9090909090909}, ""Amusement"": {""correct"": 12, ""total"": 12, ""accuracy_pct"": 100.0}, ""Meditation"": {""correct"": 26, ""total"": 26, ""accuracy_pct"": 100.0}}","[[38, 0, 0, 1], [0, 20, 1, 1], [0, 0, 12, 0], [0, 0, 0, 26]]",99,0.5,,,,,
14,adaptive,0.9595959595959596,0.9590634438330915,"{""Baseline"": {""correct"": 38, ""total"": 39, ""accuracy_pct"": 97.43589743589743}, ""Stress"": {""correct"": 19, ""total"": 22, ""accuracy_pct"": 86.36363636363636}, ""Amusement"": {""correct"": 12, ""total"": 12, ""accuracy_pct"": 100.0}, ""Meditation"": {""correct"": 26, ""total"": 26, ""accuracy_pct"": 100.0}}","[[38, 0, 0, 1], [1, 19, 1, 1], [0, 0, 12, 0], [0, 0, 0, 26]]",99,,"{'Baseline': {'base_model_used': 38, 'personal_model_used': 1, 'base_model_pct': 97.43589743589743, 'personal_model_pct': 2.564102564102564}, 'Stress': {'base_model_used': 21, 'personal_model_used': 1, 'base_model_pct': 95.45454545454545, 'personal_model_pct': 4.545454545454546}, 'Amusement': {'base_model_used': 10, 'personal_model_used': 2, 'base_model_pct': 83.33333333333334, 'personal_model_pct': 16.666666666666664}, 'Meditation': {'base_model_used': 25, 'personal_model_used': 1, 'base_model_pct': 96.15384615384616, 'personal_model_pct': 3.8461538461538463}}",94.0,5.0,94.94949494949495,5.05050505050505
15,base,0.9090909090909091,0.9056779939919994,"{""Baseline"": {""correct"": 38, ""total"": 39, ""accuracy_pct"": 97.43589743589743}, ""Stress"": {""correct"": 19, ""total"": 22, ""accuracy_pct"": 86.36363636363636}, ""Amusement"": {""correct"": 7, ""total"": 12, ""accuracy_pct"": 58.333333333333336}, ""Meditation"": {""correct"": 26, ""total"": 26, ""accuracy_pct"": 100.0}}","[[38, 1, 0, 0], [1, 19, 0, 2], [0, 0, 7, 5], [0, 0, 0, 26]]",99,,,,,,
15,personal,0.8787878787878788,0.8799006778156738,"{""Baseline"": {""correct"": 33, ""total"": 39, ""accuracy_pct"": 84.61538461538461}, ""Stress"": {""correct"": 17, ""total"": 22, ""accuracy_pct"": 77.27272727272727}, ""Amusement"": {""correct"": 12, ""total"": 12, ""accuracy_pct"": 100.0}, ""Meditation"": {""correct"": 25, ""total"": 26, ""accuracy_pct"": 96.15384615384616}}","[[33, 4, 2, 0], [2, 17, 2, 1], [0, 0, 12, 0], [0, 0, 1, 25]]",99,,,,,,
15,ensemble,0.9090909090909091,0.9056779939919994,"{""Baseline"": {""correct"": 38, ""total"": 39, ""accuracy_pct"": 97.43589743589743}, ""Stress"": {""correct"": 19, ""total"": 22, ""accuracy_pct"": 86.36363636363636}, ""Amusement"": {""correct"": 7, ""total"": 12, ""accuracy_pct"": 58.333333333333336}, ""Meditation"": {""correct"": 26, ""total"": 26, ""accuracy_pct"": 100.0}}","[[38, 1, 0, 0], [1, 19, 0, 2], [0, 0, 7, 5], [0, 0, 0, 26]]",99,0.6,,,,,
15,adaptive,0.9292929292929293,0.9290777448672185,"{""Baseline"": {""correct"": 37, ""total"": 39, ""accuracy_pct"": 94.87179487179486}, ""Stress"": {""correct"": 20, ""total"": 22, ""accuracy_pct"": 90.9090909090909}, ""Amusement"": {""correct"": 9, ""total"": 12, ""accuracy_pct"": 75.0}, ""Meditation"": {""correct"": 26, ""total"": 26, ""accuracy_pct"": 100.0}}","[[37, 2, 0, 0], [0, 20, 0, 2], [0, 0, 9, 3], [0, 0, 0, 26]]",99,,"{'Baseline': {'base_model_used': 26, 'personal_model_used': 13, 'base_model_pct': 66.66666666666666, 'personal_model_pct': 33.33333333333333}, 'Stress': {'base_model_used': 19, 'personal_model_used': 3, 'base_model_pct': 86.36363636363636, 'personal_model_pct': 13.636363636363635}, 'Amusement': {'base_model_used': 8, 'personal_model_used': 4, 'base_model_pct': 66.66666666666666, 'personal_model_pct': 33.33333333333333}, 'Meditation': {'base_model_used': 25, 'personal_model_used': 1, 'base_model_pct': 96.15384615384616, 'personal_model_pct': 3.8461538461538463}}",78.0,21.0,78.78787878787878,21.21212121212121
16,base,0.9696969696969697,0.9694381008149123,"{""Baseline"": {""correct"": 39, ""total"": 39, ""accuracy_pct"": 100.0}, ""Stress"": {""correct"": 22, ""total"": 22, ""accuracy_pct"": 100.0}, ""Amusement"": {""correct"": 11, ""total"": 12, ""accuracy_pct"": 91.66666666666666}, ""Meditation"": {""correct"": 24, ""total"": 26, ""accuracy_pct"": 92.3076923076923}}","[[39, 0, 0, 0], [0, 22, 0, 0], [0, 1, 11, 0], [2, 0, 0, 24]]",99,,,,,,
16,personal,0.898989898989899,0.9026638610956041,"{""Baseline"": {""correct"": 33, ""total"": 39, ""accuracy_pct"": 84.61538461538461}, ""Stress"": {""correct"": 22, ""total"": 22, ""accuracy_pct"": 100.0}, ""Amusement"": {""correct"": 11, ""total"": 12, ""accuracy_pct"": 91.66666666666666}, ""Meditation"": {""correct"": 23, ""total"": 26, ""accuracy_pct"": 88.46153846153845}}","[[33, 0, 4, 2], [0, 22, 0, 0], [0, 0, 11, 1], [1, 0, 2, 23]]",99,,,,,,
16,ensemble,0.9797979797979798,0.9796555270003207,"{""Baseline"": {""correct"": 39, ""total"": 39, ""accuracy_pct"": 100.0}, ""Stress"": {""correct"": 22, ""total"": 22, ""accuracy_pct"": 100.0}, ""Amusement"": {""correct"": 11, ""total"": 12, ""accuracy_pct"": 91.66666666666666}, ""Meditation"": {""correct"": 25, ""total"": 26, ""accuracy_pct"": 96.15384615384616}}","[[39, 0, 0, 0], [0, 22, 0, 0], [0, 1, 11, 0], [1, 0, 0, 25]]",99,0.6,,,,,
16,adaptive,0.9797979797979798,0.9796598900396369,"{""Baseline"": {""correct"": 39, ""total"": 39, ""accuracy_pct"": 100.0}, ""Stress"": {""correct"": 22, ""total"": 22, ""accuracy_pct"": 100.0}, ""Amusement"": {""correct"": 12, ""total"": 12, ""accuracy_pct"": 100.0}, ""Meditation"": {""correct"": 24, ""total"": 26, ""accuracy_pct"": 92.3076923076923}}","[[39, 0, 0, 0], [0, 22, 0, 0], [0, 0, 12, 0], [1, 0, 1, 24]]",99,,"{'Baseline': {'base_model_used': 39, 'personal_model_used': 0, 'base_model_pct': 100.0, 'personal_model_pct': 0.0}, 'Stress': {'base_model_used': 22, 'personal_model_used': 0, 'base_model_pct': 100.0, 'personal_model_pct': 0.0}, 'Amusement': {'base_model_used': 10, 'personal_model_used': 2, 'base_model_pct': 83.33333333333334, 'personal_model_pct': 16.666666666666664}, 'Meditation': {'base_model_used': 19, 'personal_model_used': 7, 'base_model_pct': 73.07692307692307, 'personal_model_pct': 26.923076923076923}}",90.0,9.0,90.9090909090909,9.090909090909092
17,base,0.9393939393939394,0.9406397478988218,"{""Baseline"": {""correct"": 35, ""total"": 39, ""accuracy_pct"": 89.74358974358975}, ""Stress"": {""correct"": 24, ""total"": 24, ""accuracy_pct"": 100.0}, ""Amusement"": {""correct"": 11, ""total"": 12, ""accuracy_pct"": 91.66666666666666}, ""Meditation"": {""correct"": 23, ""total"": 24, ""accuracy_pct"": 95.83333333333334}}","[[35, 2, 2, 0], [0, 24, 0, 0], [0, 1, 11, 0], [0, 0, 1, 23]]",99,,,,,,
17,personal,0.9393939393939394,0.9404163088373615,"{""Baseline"": {""correct"": 36, ""total"": 39, ""accuracy_pct"": 92.3076923076923}, ""Stress"": {""correct"": 24, ""total"": 24, ""accuracy_pct"": 100.0}, ""Amusement"": {""correct"": 11, ""total"": 12, ""accuracy_pct"": 91.66666666666666}, ""Meditation"": {""correct"": 22, ""total"": 24, ""accuracy_pct"": 91.66666666666666}}","[[36, 0, 1, 2], [0, 24, 0, 0], [1, 0, 11, 0], [0, 0, 2, 22]]",99,,,,,,
17,ensemble,0.9595959595959596,0.9608797590720483,"{""Baseline"": {""correct"": 37, ""total"": 39, ""accuracy_pct"": 94.87179487179486}, ""Stress"": {""correct"": 24, ""total"": 24, ""accuracy_pct"": 100.0}, ""Amusement"": {""correct"": 11, ""total"": 12, ""accuracy_pct"": 91.66666666666666}, ""Meditation"": {""correct"": 23, ""total"": 24, ""accuracy_pct"": 95.83333333333334}}","[[37, 0, 2, 0], [0, 24, 0, 0], [0, 1, 11, 0], [0, 0, 1, 23]]",99,0.6,,,,,
17,adaptive,0.9595959595959596,0.9606734006734007,"{""Baseline"": {""correct"": 36, ""total"": 39, ""accuracy_pct"": 92.3076923076923}, ""Stress"": {""correct"": 24, ""total"": 24, ""accuracy_pct"": 100.0}, ""Amusement"": {""correct"": 12, ""total"": 12, ""accuracy_pct"": 100.0}, ""Meditation"": {""correct"": 23, ""total"": 24, ""accuracy_pct"": 95.83333333333334}}","[[36, 0, 2, 1], [0, 24, 0, 0], [0, 0, 12, 0], [0, 0, 1, 23]]",99,,"{'Baseline': {'base_model_used': 34, 'personal_model_used': 5, 'base_model_pct': 87.17948717948718, 'personal_model_pct': 12.82051282051282}, 'Stress': {'base_model_used': 24, 'personal_model_used': 0, 'base_model_pct': 100.0, 'personal_model_pct': 0.0}, 'Amusement': {'base_model_used': 9, 'personal_model_used': 3, 'base_model_pct': 75.0, 'personal_model_pct': 25.0}, 'Meditation': {'base_model_used': 21, 'personal_model_used': 3, 'base_model_pct': 87.5, 'personal_model_pct': 12.5}}",88.0,11.0,88.88888888888889,11.11111111111111
